id,reference,baseline_summary,reranked_summary,baseline_factuality_composite,reranked_factuality_composite,factuality_delta
38264402,"There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","There is a ""desperate need"" for housing for ex-prisoners in Wales, a charity has said.","There is a ""desperate need"" for housing for former prison leavers in Wales, a charity has said.",0.6533483333333333,0.6746136666666667,0.02126533333333336
30689144,These days it is not enough just to be a millionaire to count yourself as one of the super-rich - you need to be worth between $50-100m (£33m-£66m).,"There may now be more multi-millionaires and billionaires than ever before in the world, but the wealth gap between the world's top 1% and the rest of us has grown even wider.","There may now be more multi-millionaires and billionaires than ever before in the world, but the wealth gap between the world's top 1% and the rest of us is getting even wider.",0.8627736666666667,0.8830946666666666,0.020320999999999922
38858289,"Lady Gaga is leading the pitch invasion at Sunday's Super Bowl, where she'll perform the all-important half-time show.","Pop star Lady Gaga has been hard at work preparing for her Super Bowl half-time show in Houston, Texas, on Sunday.","Pop star Lady Gaga has been working hard to prepare for her Super Bowl half-time show, which takes place in Houston on Sunday.",0.211111,0.2307983333333333,0.019687333333333307
33682768,"The public inquiry into undercover policing may ""expose both creditable and discreditable conduct"", chairman Lord Justice Pitchford has warned.","An inquiry into the use of undercover police officers in England and Wales is likely to ""expose both creditable and discreditable conduct"", Lord Justice Pitchford has said.","An inquiry into the use of undercover police officers in England and Wales will ""expose both creditable and discreditable conduct"", Lord Justice Pitchford has said.",0.358489,0.3737766666666666,0.015287666666666588
29771956,Leicester City striker Gary Taylor-Fletcher has joined Sheffield Wednesday on an initial month-long loan.,Sheffield Wednesday have signed Leicester City striker Phil Taylor-Fletcher on loan until the end of the season.,Sheffield Wednesday have signed Leicester City striker David Taylor-Fletcher on loan until the end of the season.,0.1869863333333333,0.201569,0.014582666666666688
35425113,Manchester City midfielder Kevin de Bruyne says he will be out for about 10 weeks after injuring his right knee during Wednesday's League Cup semi-final victory over Everton.,Manchester City midfielder Kevin de Bruyne has been ruled out for at least 10 weeks after suffering a knee ligament injury in Tuesday's win over Everton.,Manchester City midfielder Kevin de Bruyne will miss the rest of the season after suffering a knee injury in Tuesday's win over Everton.,0.2783076666666667,0.2910653333333333,0.012757666666666612
36568118,"John Lewis's Nottingham store is to remain closed longer than expected after 80,000 litres of hot water leaked from a ruptured heating pipe.",A department store in Manchester city centre has been forced to close after heavy rain caused by Storm Frank.,A department store in Manchester city centre has been forced to close for a second day after severe flooding.,0.455742,0.4682653333333333,0.01252333333333333
34218673,Fire crews are expected to leave the site of the Shoreham Airshow disaster later after spending nearly three weeks at the scene of the crash.,Fire crews have finished their work at the scene of the Shoreham air disaster.,Fire crews have finished their work at the scene of the Shoreham air crash.,0.333684,0.3455996666666667,0.011915666666666713
36043765,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,The Scottish SPCA has rescued a large seal that became tangled in netting on a beach in Aberdeenshire.,The Scottish SPCA has rescued a large seal tangled in netting on a beach in Aberdeenshire.,0.4731956666666666,0.4834503333333333,0.01025466666666669
39070183,"The pancreas can be triggered to regenerate itself through a type of fasting diet, say US researchers.","A low-calorie diet can restore the function of a special type of cell in the pancreas, a study suggests.","A low-calorie diet can rejuvenate a specific type of cell in the pancreas, a study suggests.",0.7274323333333333,0.7369493333333335,0.009517000000000109
39127657,Brothers Ben and Tom Curry have signed five-year contracts with Sale Sharks.,Sale Sharks have extended the loan spell of teenage duo Tom and Tom Jones until the end of the season.,Sale Sharks have extended the contracts of teenage stand-off Tom and his twin brother Tom for the rest of the season.,0.2013873333333333,0.21081,0.00942266666666669
39342460,The Premiership's top try scorer Christian Wade scored two tries as leaders Wasps moved five points clear with a bonus-point win over Worcester.,Wasps full-back Christian Wade scored a hat-trick of tries to help his side to a bonus-point win over Worcester Warriors.,Wasps full-back Christian Wade scored a hat-trick of tries as Premiership leaders Wasps held on for a bonus-point win over Worcester Warriors.,0.21,0.219091,0.009091000000000016
32880098,"Amazon, the global online retailer, is changing the way it records sales in a move that could see it paying more tax.",Online retail giant Amazon has changed the way it records sales in Europe in an effort to reduce the amount of money it pays in tax.,Online retail giant Amazon has changed the way it records sales in Europe in an effort to reduce the amount it pays in tax.,0.6855303333333334,0.6939373333333334,0.008407000000000053
37250267,A buzzard has been rescued after becoming trapped between fencing and a wall in Gwynedd.,A buzzard that became stuck in a garden fence in Surrey has been freed by the RSPCA.,A buzzard that got stuck in a garden fence in Surrey has been freed by the RSPCA.,0.162989,0.1702543333333333,0.007265333333333318
38781058,"Tiger Woods missed the cut at the Farmers Insurance Open, as England's Justin Rose maintained a one-shot lead.",Former world number one Tiger Woods missed the cut at the Farmers Insurance Open as England's Justin Rose took a one-shot lead into the final round.,Former world number one Tiger Woods missed the cut at the Farmers Insurance Open as England's Justin Rose leads by one shot after two rounds.,0.1551283333333333,0.162,0.006871666666666693
29240782,Everton marked their Europa League return with a dominant victory over Germans Wolfsburg at Goodison Park.,Everton eased into the Europa League group stage with a comfortable win over German side Wolfsburg at Goodison Park.,Everton marked their return to European competition with a comfortable win over German side Wolfsburg at Goodison Park.,0.2621676666666667,0.2681196666666666,0.005951999999999902
36211762,Sale Sharks forward Mark Easter has announced he will retire at the end of the season to take up a teaching role.,Sale Sharks forward Tom Easter has left the Premiership club by mutual consent to take up a teaching position.,Sale Sharks forward Tom Easter has left the Premiership club by mutual consent to take up a teaching position at a college.,0.144737,0.15,0.00526299999999999
32148941,"Leicester Tigers winger Miles Benjamin is likely to be out for the rest of the season because of a knee injury, reports BBC Radio Leicester.",Leicester Tigers scrum-half Mike Benjamin will miss the rest of the season with a shoulder injury.,Leicester Tigers scrum-half Mike Benjamin will miss the rest of the season with a knee injury.,0.15,0.1541666666666666,0.004166666666666596
38052755,"South Africa's government has proposed a national minimum wage of 3,500 rand ($242; Â£199) a month.","South Africa has proposed a minimum wage of 12,000 rand ($1,200; £1,000; $1,400) an hour, an increase of more than 50% on the current rate.","South Africa has proposed a minimum wage of at least 12,000 rand ($1,200; £1,000; $1,500) an hour, an increase of more than 50%.",0.2419683333333333,0.2453476666666666,0.0033793333333332898
39064994,Sussex have appointed former player James Anyon as head coach of their women's side.,Sussex have appointed former player and ex-Hampshire all-rounder Paul Anyon as head coach of the women's side.,Former Sussex wicketkeeper-batsman Paul Anyon has been appointed head coach of the women's team.,0.3246203333333333,0.3273116666666666,0.0026913333333333234
34787804,Japanese footballer Kazuyoshi Miura has signed a one-year contract extension with Yokohama FC at the age of 48.,Japan legend Kazuyoshi Miura has signed a new contract with Japanese side Shonan Belles.,Japan legend Kazuyoshi Miura has signed a new contract with Japanese club Sagan Tosu.,0.2590293333333333,0.260963,0.0019336666666667224
33144298,White House officials will not say whether pop star Prince performed at a weekend party at the executive residence despite guests posting about it on social media.,The White House has said the Obamas paid for a lavish birthday party for President Barack Obama in New York.,The White House has said the Obamas paid for a lavish birthday party for President Barack Obama in New York City.,0.1466666666666666,0.1484126666666666,0.0017459999999999976
35194738,"John ""Brad"" Bradbury, drummer with The Specials, has died at the age of 62.","The Specials drummer John ""Brad"" Bradbury has died at the age of 61, the band have confirmed.","The Specials drummer John ""Brad"" Bradbury has died at the age of 69, the band have announced.",0.2368926666666666,0.2382723333333333,0.0013796666666666957
23606507,A campaign group has been granted a hearing to examine the case for a judicial review of the decision to build student flats near a beauty spot.,A campaign group has launched a legal challenge to the University of Oxford's controversial tower blocks.,A campaign group has launched a legal challenge to the University of Oxford's tower blocks.,0.780583,0.7816543333333333,0.001071333333333313
37936530,Satellite images of Mosul have revealed how fighters from so-called Islamic State (IS) have destroyed much of the city's airport to render it unusable as Iraqi forces close in.,Satellite imagery has revealed the extent of the destruction caused by Islamic State (IS) militants to Mosul airport.,Satellite images have revealed the extent of the destruction caused by Islamic State (IS) militants to Mosul airport.,0.5966843333333333,0.5970606666666667,0.0003763333333334229
32950992,Jessica Ennis-Hill has fallen from fourth to eighth place after six events at the Hypo-Meeting in Gotzis.,Britain's Jessica Ennis-Hill is on course to qualify for the Rio Olympics after a second day of the heptathlon at the Gotzis Hypo-Meeting in Germany.,Britain's Jessica Ennis-Hill is on course to qualify for the Rio Olympics after a second day of the heptathlon at the Gotzis Hypo-Meeting in Germany.,0.239089,0.239089,0.0
37546354,"The US has said it is suspending talks with Russia over Syria, accusing Moscow of having ""failed to live up"" to its commitments under a ceasefire deal.",The US has suspended talks with Russia aimed at ending the conflict in Syria.,The US has suspended talks with Russia aimed at ending the conflict in Syria.,0.6115433333333333,0.6115433333333333,0.0
38914203,A total of 228 candidates will contest the Northern Ireland Assembly election next month - 48 fewer than last time.,There are 228 candidates standing for election to the Northern Ireland Assembly.,There are 228 candidates standing for election to the Northern Ireland Assembly.,0.3600533333333333,0.3600533333333333,0.0
39806255,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,A church has found a new vicar after a video featuring children singing a selection of qualities needed for the job went viral.,A church has found a new vicar after a video featuring children singing a selection of qualities needed for the job went viral.,0.677921,0.677921,0.0
35275918,"Junior doctors should suspend Tuesday's strike action over pay and conditions while talks continue, the chief medical officer for England has urged.","Junior doctors will stage a series of 24-hour strikes on Monday in a long-running dispute over pay and conditions, the chief medical officer for England has said.","A series of 24-hour strikes by junior doctors in a long-running dispute with the NHS will begin on Monday, the chief medical officer for England has said.",0.183045,0.1827456666666666,-0.0002993333333334014
34801085,Regional official Tim Roache has been elected to become the new general secretary of the GMB union.,Leeds City Council refuse collector David Roache has been elected as the new general secretary of the GMB union.,Peter Roache has been elected as the new general secretary of the General Metallurgical Union.,0.421507,0.4097613333333332,-0.01174566666666682
38181168,"A Brazilian football player who survived a plane crash in Colombia on Monday is recovering and may be able to resume his career, his father says.","A Brazilian football player who was on board the plane that crashed in Colombia on Monday, killing most of the team from the Brazilian club Chapecoense, is recovering in hospital.","A Brazilian footballer who was on board the plane that crashed in Colombia's Medellin on Monday, killing most of the team from the Brazilian club Chapecoense, is recovering in hospital.",0.311679,0.2872159999999999,-0.024463000000000068
36892983,"The reaction from BT's investors told us much about media regulator Ofcom's ruling on the fate of Openreach, the BT subsidiary that provides much of the UK's broadband infrastructure.",Shares in BT have reacted with a mixture of relief and relief after the regulator Ofcom said it would not force the company into a spin-off.,"Shares in BT have jumped on news that the regulator, Ofcom, has ruled out spinning off the company into a new company.",0.5594549999999999,0.5163490000000001,-0.04310599999999987
18298438,A suspected terrorist has been charged with breaching conditions imposed as part of the government's new terror monitoring powers.,A British man has appeared in court charged with breaching restrictions imposed on him as part of a counter-terrorism operation.,An 18-year-old man has appeared in court charged with breaching restrictions imposed on terror suspects.,0.4031003333333333,0.3342093333333333,-0.06889099999999998
21967739,"It's a sobering thought for all us carriers of the Y chromosome, but prostate cancer kills almost as many men every year as breast cancer does women.","It's the most common form of cancer in men, and it's one of the leading causes of cancer death in men.",Prostate cancer is one of the world's leading causes of cancer death in men.,0.627385,0.4965546666666666,-0.13083033333333338
40181128,"Former England striker Andy Cole says he faces a ""long road ahead"" as he recovers from his recent kidney transplant.","Former England striker Carlton Cole says he has a ""long road ahead"" to recovery from a second kidney transplant but does not want to overdo it.","Former England and Manchester United striker Carlton Cole says he will not push himself too hard in his bid to recover from kidney failure, fearing it could backfire.",0.4730149999999999,0.3142306666666666,-0.1587843333333333
